filepath,file_size,num_sections,export_count,avg_entropy
C:\Windows\System32\msxml3.dll,1585152,8,5,3.802078778
C:\Windows\System32\msxml3r.dll,12288,2,0,0.821044936
C:\Windows\System32\msxml6.dll,2344328,9,6,3.932280884
C:\Windows\System32\msxml6r.dll,12288,2,0,0.818479643
C:\Windows\System32\msyuv.dll,53248,7,1,1.730476702
C:\Windows\System32\MtcModel.dll,184320,8,3,2.557948849
C:\Windows\System32\MTF.dll,296368,8,3,2.856705188
C:\Windows\System32\MTFAppServiceDS.dll,114688,7,2,2.682686343
C:\Windows\System32\MtfDecoder.dll,319488,7,2,2.922622873
C:\Windows\System32\MTFFuzzyDS.dll,217088,8,2,2.468382313
C:\Windows\System32\MTFServer.dll,319488,8,9,2.895928458
C:\Windows\System32\MTFSpellcheckDS.dll,135168,8,2,2.474396355
C:\Windows\System32\mtxclu.dll,454656,7,38,2.874036421
C:\Windows\System32\mtxdm.dll,57344,8,1,1.621313732
C:\Windows\System32\mtxex.dll,32768,7,4,1.366241985
C:\Windows\System32\mtxoci.dll,159744,8,40,2.391871369
C:\Windows\System32\muifontsetup.dll,45056,7,3,1.537431127
C:\Windows\System32\MUILanguageCleanup.dll,40960,7,5,1.538942944
C:\Windows\System32\museuxdocked.dll,114688,7,2,2.469582137
C:\Windows\System32\MusUpdateHandlers.dll,90112,6,2,2.641599848
C:\Windows\System32\MusUpdateHandlers1.dll,1650688,8,2,3.452903636
C:\Windows\System32\mycomput.dll,126976,8,4,3.003444301
C:\Windows\System32\mydocs.dll,81920,8,3,2.015936258
C:\Windows\System32\NAPCRYPT.DLL,83376,7,0,2.000840391
C:\Windows\System32\NapiNSP.dll,108792,8,2,1.992193739
C:\Windows\System32\NaturalAuth.dll,425984,8,2,3.095123873
C:\Windows\System32\NaturalAuthClient.dll,49152,7,15,1.61885713
C:\Windows\System32\NaturalLanguage6.dll,1150976,7,4,4.392880015
C:\Windows\System32\navshutdown.dll,98304,8,1,2.141537508
C:\Windows\System32\NcaApi.dll,49152,7,11,1.72023055
C:\Windows\System32\NcaSvc.dll,192512,7,2,2.871233684
C:\Windows\System32\ncbservice.dll,409600,8,2,2.938262091
C:\Windows\System32\NcdAutoSetup.dll,163840,7,3,2.749037462
C:\Windows\System32\NcdProp.dll,49152,7,2,1.938280375
C:\Windows\System32\nci.dll,77824,8,2,1.970940859
C:\Windows\System32\ncobjapi.dll,94208,8,10,2.115521642
C:\Windows\System32\ncrypt.dll,208104,8,156,2.635945376
C:\Windows\System32\ncryptprov.dll,577536,8,4,2.957857678
C:\Windows\System32\ncryptsslp.dll,187448,8,1,2.307171906
C:\Windows\System32\ncsi.dll,720896,8,13,3.438535729
C:\Windows\System32\ncuprov.dll,61440,8,2,1.580554863
C:\Windows\System32\nddeapi.dll,32768,7,28,1.56407638
C:\Windows\System32\ndfapi.dll,348160,8,28,3.257967497
C:\Windows\System32\ndfetw.dll,65536,7,4,2.236132456
C:\Windows\System32\ndfhcdiscovery.dll,139264,7,4,2.584329553
C:\Windows\System32\ndproxystub.dll,53248,7,5,1.865077662
C:\Windows\System32\nduprov.dll,270336,8,27,3.082206323
C:\Windows\System32\negoexts.dll,184320,8,2,2.208034441
C:\Windows\System32\netapi32.dll,117056,8,298,1.874982041
C:\Windows\System32\netbios.dll,49152,8,1,1.323443175
C:\Windows\System32\netcenter.dll,241664,8,4,3.191607741
C:\Windows\System32\netcfgx.dll,132424,8,11,2.437598275
C:\Windows\System32\netdiagfx.dll,315392,7,6,3.309312519
C:\Windows\System32\NetDriverInstall.dll,143360,7,6,2.567127465
C:\Windows\System32\netevent.dll,28672,2,0,2.049356426
C:\Windows\System32\netfxperf.dll,143360,7,4,2.816599673
C:\Windows\System32\neth.dll,12288,2,0,0.823500243
C:\Windows\System32\netid.dll,192512,8,2,2.989323094
C:\Windows\System32\netiohlp.dll,212992,8,1,2.786409966
C:\Windows\System32\netjoin.dll,212992,8,33,2.345722779
C:\Windows\System32\netlogon.dll,1056768,8,24,3.360431599
C:\Windows\System32\netman.dll,364544,8,5,3.595403072
C:\Windows\System32\NetMgmtIF.dll,517552,8,72,3.131844335
C:\Windows\System32\netmsg.dll,12288,2,0,0.82279738
C:\Windows\System32\netplwiz.dll,270336,8,7,3.009990464
C:\Windows\System32\netprofm.dll,409600,8,5,3.384447703
C:\Windows\System32\netprofmsvc.dll,1974272,8,3,4.276989311
C:\Windows\System32\netprovfw.dll,98304,8,12,1.685703758
C:\Windows\System32\netprovisionsp.dll,98304,8,2,1.733162062
C:\Windows\System32\NetSetupApi.dll,181680,7,22,2.709436466
C:\Windows\System32\NetSetupEngine.dll,927176,8,1,2.978603299
C:\Windows\System32\NetSetupShim.dll,487424,8,6,2.951402954
C:\Windows\System32\NetSetupSvc.dll,319488,8,2,2.860615459
C:\Windows\System32\netshell.dll,610304,8,14,3.705369615
C:\Windows\System32\nettrace.dll,548864,8,1,3.604272888
C:\Windows\System32\nettracehelper.dll,146128,7,2,2.395630546
C:\Windows\System32\netutils.dll,63336,7,22,2.024742289
C:\Windows\System32\NetworkBindingEngineMigPlugin.dll,382368,8,3,2.836845495
C:\Windows\System32\NetworkCollectionAgent.dll,143360,7,2,3.101351627
C:\Windows\System32\NetworkDesktopSettings.dll,278528,8,1,3.171200764
C:\Windows\System32\networkexplorer.dll,110592,7,2,2.729608299
C:\Windows\System32\networkhelper.dll,155648,8,14,2.50269881
C:\Windows\System32\NetworkIcon.dll,348160,8,2,2.8882919
C:\Windows\System32\networkitemfactory.dll,90112,7,2,2.37198785
C:\Windows\System32\NetworkMobileSettings.dll,3461120,8,2,3.921010599
C:\Windows\System32\NetworkProxyCsp.dll,59208,7,2,1.908921601
C:\Windows\System32\NetworkQoSPolicyCSP.dll,106496,7,2,2.501898254
C:\Windows\System32\NetworkUXBroker.dll,573440,8,6,3.149070742
C:\Windows\System32\newdev.dll,339968,8,25,2.762556431
C:\Windows\System32\NFCProvisioningPlugin.dll,139264,8,3,2.100531155
C:\Windows\System32\NfcRadioMedia.dll,81920,8,4,1.852794132
C:\Windows\System32\ngccredprov.dll,786432,8,2,3.3658739
C:\Windows\System32\NgcCtnr.dll,606208,8,2,2.724050916
C:\Windows\System32\NgcCtnrGidsHandler.dll,438272,7,1,3.551299448
C:\Windows\System32\NgcCtnrSvc.dll,831488,8,2,3.225442027
C:\Windows\System32\NgcIsoCtnr.dll,851968,8,6,3.504913179
C:\Windows\System32\ngckeyenum.dll,258048,8,11,2.391010746
C:\Windows\System32\ngcksp.dll,163840,7,1,2.70479344
C:\Windows\System32\ngclocal.dll,106496,8,5,2.168180194
C:\Windows\System32\ngcpopkeysrv.dll,258048,8,20,2.380028835
C:\Windows\System32\NgcProCsp.dll,208896,8,2,2.462101283
C:\Windows\System32\ngcrecovery.dll,270336,8,7,2.448857661
C:\Windows\System32\ngcsvc.dll,1220608,8,2,3.44567418
C:\Windows\System32\ngctasks.dll,233472,8,7,2.480512321
C:\Windows\System32\ngcutils.dll,405504,8,33,2.998007434
C:\Windows\System32\ninput.dll,491520,8,38,2.714921798
C:\Windows\System32\nlaapi.dll,53248,7,2,1.83227451
C:\Windows\System32\nlansp_c.dll,192512,8,2,2.36500405
C:\Windows\System32\nlhtml.dll,284088,8,4,2.666303648
C:\Windows\System32\nlmgp.dll,200704,7,4,3.092205588
C:\Windows\System32\nlmproxy.dll,53248,7,5,1.794937922
C:\Windows\System32\nlmsprep.dll,49152,8,1,1.383789046
C:\Windows\System32\nlsbres.dll,103840,2,0,2.293966428
C:\Windows\System32\NlsData0000.dll,1605632,7,1,3.1693072
C:\Windows\System32\NlsData0009.dll,6610944,8,1,2.783593814
C:\Windows\System32\Nlsdl.dll,36864,7,4,1.456825283
C:\Windows\System32\NlsLexicons0009.dll,2637824,2,0,2.597426324
C:\Windows\System32\NmaDirect.dll,229376,7,5,3.162889522
C:\Windows\System32\noise.dll,135168,8,7,2.234036528
C:\Windows\System32\nonarpinv.dll,501168,7,3,3.260206662
C:\Windows\System32\normaliz.dll,32768,7,5,0.404325734
C:\Windows\System32\NotificationController.dll,1335296,8,3,3.390369232
C:\Windows\System32\NotificationControllerPS.dll,409600,8,4,3.002019361
C:\Windows\System32\NotificationIntelligencePlatform.dll,221184,7,2,2.90996131
C:\Windows\System32\notificationplatformcomponent.dll,69632,7,2,2.23529805
C:\Windows\System32\npmproxy.dll,102400,7,9,2.698570527
C:\Windows\System32\NPSM.dll,225280,8,5,2.495050102
C:\Windows\System32\NPSMDesktopProvider.dll,196608,8,2,2.483419305
C:\Windows\System32\nrpsrv.dll,38664,6,2,0.869114145
C:\Windows\System32\nrtapi.dll,28672,6,5,1.713720479
C:\Windows\System32\nshdnsclient.dll,125424,9,6,2.404617099
C:\Windows\System32\nshhttp.dll,129568,8,1,2.096729698
C:\Windows\System32\nshipsec.dll,339968,8,1,2.380763311
C:\Windows\System32\nshwfp.dll,860160,7,8,3.606505411
C:\Windows\System32\nsi.dll,51072,6,26,1.661483398
C:\Windows\System32\nsisvc.dll,61440,8,2,1.604925733
C:\Windows\System32\ntasn1.dll,270056,7,60,3.343340332
C:\Windows\System32\ntdll.dll,2493112,15,2514,2.333182766
C:\Windows\System32\ntdsapi.dll,176128,8,131,2.610033054
C:\Windows\System32\ntfsres.dll,757760,2,0,2.229473941
C:\Windows\System32\ntlanman.dll,118784,8,27,2.05924305
C:\Windows\System32\ntlanui2.dll,45056,7,2,1.755051756
C:\Windows\System32\NtlmShared.dll,104832,8,28,1.872794678
C:\Windows\System32\ntmarta.dll,224592,9,50,2.451293897
C:\Windows\System32\ntprint.dll,548864,8,62,2.812956795
C:\Windows\System32\ntshrui.dll,679936,8,15,3.949961666
C:\Windows\System32\ntvdm64.dll,40960,7,3,1.707762048
C:\Windows\System32\NvAgent.dll,71088,7,3,1.930989215
C:\Windows\System32\objsel.dll,651264,7,4,4.015825851
C:\Windows\System32\occache.dll,188416,10,17,2.375087807
C:\Windows\System32\ocsetapi.dll,266240,7,2,2.228484504
C:\Windows\System32\odbc32.dll,794624,9,176,3.091891328
C:\Windows\System32\odbcbcp.dll,73728,8,28,1.909600844
C:\Windows\System32\odbcconf.dll,53248,7,20,2.192406437
C:\Windows\System32\odbccp32.dll,143360,8,57,2.174144973
C:\Windows\System32\odbccr32.dll,106496,7,37,2.610802907
C:\Windows\System32\odbccu32.dll,106496,7,37,2.634638279
C:\Windows\System32\odbcint.dll,233472,2,0,3.60856987
C:\Windows\System32\odbctrac.dll,176128,7,124,2.643788022
C:\Windows\System32\OEMDefaultAssociations.dll,40960,2,0,2.860579527
C:\Windows\System32\oemlicense.dll,157104,8,6,2.560910485
C:\Windows\System32\offfilt.dll,402872,8,4,2.797148636
C:\Windows\System32\officecsp.dll,147456,8,4,3.053753051
C:\Windows\System32\offlinelsa.dll,157112,7,19,2.723286128
C:\Windows\System32\offlinesam.dll,308640,7,25,2.795802011
C:\Windows\System32\offreg.dll,114688,9,28,2.321581305
C:\Windows\System32\ole32.dll,1679080,8,557,3.493307454
C:\Windows\System32\oleacc.dll,438272,8,28,3.427680415
C:\Windows\System32\oleacchooks.dll,45056,8,1,1.04783086
C:\Windows\System32\oleaccrc.dll,12288,2,0,1.825584672
C:\Windows\System32\oleaut32.dll,885752,8,429,3.381879514
C:\Windows\System32\oledlg.dll,233472,7,23,3.150473238
C:\Windows\System32\oleprn.dll,192512,8,4,3.024458677
C:\Windows\System32\OmaDmAgent.dll,196608,7,2,2.511261734
C:\Windows\System32\omadmapi.dll,253544,8,99,2.59301446
C:\Windows\System32\OnDemandBrokerClient.dll,73728,8,1,1.670123252
C:\Windows\System32\OnDemandConnRouteHelper.dll,98304,8,8,2.145623816
C:\Windows\System32\OneBackupHandler.dll,413696,8,3,3.19407525
C:\Windows\System32\OneCoreCommonProxyStub.dll,774152,8,3,1.964781139
C:\Windows\System32\OneCoreUAPCommonProxyStub.dll,6616840,8,3,2.916587982
C:\Windows\System32\OneSettingsClient.dll,196608,8,14,2.832848993
C:\Windows\System32\onex.dll,290816,8,29,2.660670039
C:\Windows\System32\onexui.dll,143360,8,4,2.23479274
C:\Windows\System32\onnxruntime.dll,10577560,8,5,4.675515103
C:\Windows\System32\OobeWv2Host.dll,311808,6,3,4.284719995
C:\Windows\System32\OpcServices.dll,1966080,8,16,3.100457636
C:\Windows\System32\opencl.dll,98304,8,123,2.182707466
C:\Windows\System32\opengl32.dll,983040,8,368,3.277687925
C:\Windows\System32\ortcengine.dll,1032544,6,3,5.018746929
C:\Windows\System32\osbaseln.dll,49152,7,15,1.91956234
C:\Windows\System32\OskSupport.dll,32768,7,2,1.374023973
C:\Windows\System32\osuninst.dll,32768,7,5,1.282114259
C:\Windows\System32\p9np.dll,169416,7,10,3.01164628
C:\Windows\System32\p9rdrservice.dll,90112,7,2,2.539365445
C:\Windows\System32\packager.dll,122880,7,3,2.748748679
C:\Windows\System32\PackageStateChangeHandler.dll,135168,8,3,2.265202706
C:\Windows\System32\panmap.dll,36864,7,2,1.888693207
C:\Windows\System32\PasswordEnrollmentManager.dll,225280,8,3,2.572282057
C:\Windows\System32\pautoenr.dll,94208,8,3,2.185597856
C:\Windows\System32\PayloadRestrictions.dll,1003520,10,3,2.396846854
C:\Windows\System32\PaymentMediatorServiceProxy.dll,49152,7,4,1.458541524
C:\Windows\System32\pcacli.dll,98304,7,12,2.244014386
C:\Windows\System32\pcadm.dll,188416,7,9,2.897352625
C:\Windows\System32\pcaevts.dll,20480,2,0,1.963523511
C:\Windows\System32\pcasvc.dll,1205664,8,4,3.538785514
C:\Windows\System32\pcaui.dll,376832,8,4,3.478489018
C:\Windows\System32\PCPKsp.dll,1174968,8,4,3.081318721
C:\Windows\System32\PCShellCommonProxyStub.dll,131072,8,3,1.835211742
C:\Windows\System32\pcsvDevice.dll,385024,7,7,3.703828749
C:\Windows\System32\pcwum.dll,30280,2,31,3.735940234
C:\Windows\System32\pcwutl.dll,176128,7,10,2.75263466
C:\Windows\System32\pdh.dll,319488,8,119,2.722912917
C:\Windows\System32\pdhui.dll,155648,8,10,2.423514192
C:\Windows\System32\PenService.dll,294912,8,4,2.958826199
C:\Windows\System32\PeopleAPIs.dll,118784,8,3,2.268297984
C:\Windows\System32\PeopleBand.dll,258048,8,2,2.831809377
C:\Windows\System32\PerceptionSimulation.ProxyStubs.dll,36864,7,4,1.619934165
C:\Windows\System32\PerceptionSimulationManager.dll,794624,8,6,3.034419217
C:\Windows\System32\perfdisk.dll,69632,8,3,1.799838624
C:\Windows\System32\perfnet.dll,73728,7,6,1.899263796
C:\Windows\System32\PerformanceTraceHandler.dll,114688,7,4,2.706494702
C:\Windows\System32\perfos.dll,69632,8,3,1.758566272
C:\Windows\System32\perfproc.dll,73728,7,3,2.079776727
C:\Windows\System32\perfts.dll,86016,7,6,2.320630921
C:\Windows\System32\PersonalizationCSP.dll,262144,8,2,2.564457395
C:\Windows\System32\pfclient.dll,84120,8,57,1.708403445
C:\Windows\System32\PhoneCallHistoryApis.dll,245760,8,3,2.580444766
C:\Windows\System32\PhoneOm.dll,655360,8,135,2.90542458
C:\Windows\System32\PhonePlatformAbstraction.dll,98304,8,2,2.226440914
C:\Windows\System32\PhoneProviders.dll,315392,8,3,2.59731869
C:\Windows\System32\PhoneService.dll,729088,8,3,2.872512808
C:\Windows\System32\PhoneServiceRes.dll,12288,2,0,0.85790844
C:\Windows\System32\Phoneutil.dll,421888,8,94,2.440590359
C:\Windows\System32\PhoneutilRes.dll,12288,2,0,0.845589186
C:\Windows\System32\PhotoMetadataHandler.dll,700416,8,4,3.374266015
C:\Windows\System32\photowiz.dll,348160,7,7,3.37012866
C:\Windows\System32\PickerPlatform.dll,405504,8,3,2.941387996
C:\Windows\System32\pid.dll,73728,8,4,1.758561277
C:\Windows\System32\pidgenx.dll,1086880,7,4,3.993057781
C:\Windows\System32\pifmgr.dll,45056,2,0,1.972460588
C:\Windows\System32\PimIndexMaintenance.dll,221184,8,4,2.854705462
C:\Windows\System32\PimIndexMaintenanceClient.dll,94208,8,16,2.003596851
C:\Windows\System32\Pimstore.dll,1069056,8,89,3.540602556
C:\Windows\System32\PinEnrollmentHelper.dll,143360,8,9,2.165155996
C:\Windows\System32\pkeyhelper.dll,1067560,7,12,2.783458565
C:\Windows\System32\PktMonApi.dll,155648,7,20,2.458867902
C:\Windows\System32\pku2u.dll,372736,8,3,2.738667692
C:\Windows\System32\pla.dll,1667072,8,15,3.762858708
C:\Windows\System32\playlistfolder.dll,102400,7,4,2.396003326
C:\Windows\System32\PlaySndSrv.dll,147456,8,4,2.839169369
C:\Windows\System32\PlayToDevice.dll,376832,8,3,2.962058298
C:\Windows\System32\PlayToManager.dll,516096,8,3,3.292844265
C:\Windows\System32\playtomenu.dll,188416,8,2,2.798297977
C:\Windows\System32\PlayToReceiver.dll,307200,8,3,2.794006059
C:\Windows\System32\PlayToStatusProvider.dll,61440,7,2,2.24264964
C:\Windows\System32\ploptin.dll,91552,8,7,2.444567851
C:\Windows\System32\plutonapi.dll,124344,6,8,2.731830418
C:\Windows\System32\plutonfw_AuthenticAMD.dll,408368,8,0,1.439121774
C:\Windows\System32\pngfilt.dll,94208,8,2,2.198794733
C:\Windows\System32\pnpclean.dll,131072,7,5,2.566449565
C:\Windows\System32\pnpdiag.dll,376832,8,2,2.570632291
C:\Windows\System32\pnppolicy.dll,90112,7,2,2.222334984
C:\Windows\System32\pnpts.dll,40960,7,3,1.430903068
C:\Windows\System32\pnpui.dll,77824,8,7,2.227876887
C:\Windows\System32\PNPXAssoc.dll,151552,7,4,2.861538938
C:\Windows\System32\PNPXAssocPrx.dll,81920,7,4,1.722682585
C:\Windows\System32\policymanager.dll,807216,8,132,3.020686395
C:\Windows\System32\policymanagerprecheck.dll,450560,8,5,3.165829624
C:\Windows\System32\polstore.dll,303104,8,59,2.358772817
C:\Windows\System32\popkeycli.dll,122880,8,15,2.284900806
C:\Windows\System32\PortableDeviceApi.dll,638976,8,4,3.812081765
C:\Windows\System32\PortableDeviceClassExtension.dll,151552,8,5,2.647342035
C:\Windows\System32\PortableDeviceConnectApi.dll,90112,8,4,2.336093256
C:\Windows\System32\PortableDeviceStatus.dll,98304,7,4,2.396541156
C:\Windows\System32\PortableDeviceSyncProvider.dll,180224,7,4,2.892479885
C:\Windows\System32\PortableDeviceTypes.dll,208896,8,4,2.992779358
C:\Windows\System32\PortableDeviceWiaCompat.dll,241664,7,4,3.460090959
C:\Windows\System32\posetup.dll,61440,8,2,1.552165714
C:\Windows\System32\POSyncServices.dll,94208,8,2,2.0819088
C:\Windows\System32\pots.dll,65536,7,3,2.0607946
C:\Windows\System32\powercpl.dll,204800,8,4,3.050331282
C:\Windows\System32\PowerGridForecastTask.dll,352256,7,4,2.913292554
C:\Windows\System32\powrprof.dll,398136,8,139,2.961131726
C:\Windows\System32\prauthproviders.dll,114688,8,2,2.215293795
C:\Windows\System32\PresentationHostProxy.dll,102400,8,5,2.314557949
C:\Windows\System32\prflbmsg.dll,24576,2,0,1.68963323
C:\Windows\System32\Print.PrintSupport.Source.dll,565248,8,47,3.07339066
C:\Windows\System32\Print.Workflow.Source.dll,131072,8,11,2.293338408
C:\Windows\System32\PrintDeviceConfigurationService.dll,208896,8,2,2.264377465
C:\Windows\System32\PrinterAssociationCommon.dll,110592,7,2,2.636641292
C:\Windows\System32\PrinterAssociationCommonProxy.dll,40960,7,4,1.301388188
C:\Windows\System32\PrinterCleanupTask.dll,163840,7,5,2.858053736
C:\Windows\System32\printfilterpipelineprxy.dll,122880,8,10,2.317820569
C:\Windows\System32\PrintIsolationProxy.dll,151552,8,6,2.375828741
C:\Windows\System32\PrintNotification.dll,77824,6,3,2.427011976
C:\Windows\System32\PrintPlatformConfig.dll,98304,7,2,2.51021499
C:\Windows\System32\PrintRenderAPIHost.DLL,602112,7,4,3.941597571
C:\Windows\System32\PrintScanBrokerService.dll,434176,8,4,2.871073471
C:\Windows\System32\printticketvalidation.dll,94208,7,4,2.336259729
C:\Windows\System32\printui.dll,802816,8,34,3.561936565
C:\Windows\System32\PrintWorkflowService.dll,589824,8,4,3.147252215
C:\Windows\System32\PrintWSDAHost.dll,163840,7,2,2.847135604
C:\Windows\System32\prm0009.dll,5746688,2,0,3.650869384
C:\Windows\System32\prncache.dll,200704,7,1,3.068720596
C:\Windows\System32\prnfldr.dll,331776,8,4,3.048507491
C:\Windows\System32\prnntfy.dll,385024,8,7,2.916339211
C:\Windows\System32\prntvpt.dll,274432,8,33,3.119213246
C:\Windows\System32\ProductEnumerator.dll,65536,7,1,1.874972941
C:\Windows\System32\profapi.dll,203960,8,17,2.266085516
C:\Windows\System32\profext.dll,208104,8,21,2.461164269
C:\Windows\System32\profprov.dll,155648,7,4,2.876481488
C:\Windows\System32\profsvc.dll,589824,8,4,3.354422707
C:\Windows\System32\profsvcext.dll,192512,8,7,2.695708448
C:\Windows\System32\propsys.dll,1046920,8,268,3.489334444
C:\Windows\System32\provcore.dll,638976,8,3,3.771090915
C:\Windows\System32\provdatastore.dll,126976,8,6,2.328178487
C:\Windows\System32\provdiagnostics.dll,45056,7,0,1.542218359
C:\Windows\System32\provengine.dll,405504,8,3,2.611622444
C:\Windows\System32\provhandlers.dll,368640,7,3,3.131762808
C:\Windows\System32\provisioningcommandscsp.dll,98304,7,2,2.491252225
C:\Windows\System32\provisioningcsp.dll,331776,8,2,2.885634804
C:\Windows\System32\ProvisioningHandlers.dll,311296,8,2,2.990545796
C:\Windows\System32\provmigrate.dll,139264,8,2,2.051387968
C:\Windows\System32\provops.dll,307200,8,3,2.482519172
C:\Windows\System32\provpackageapidll.dll,180224,8,4,2.135139582
C:\Windows\System32\provplatformdesktop.dll,446464,8,19,3.03116278
C:\Windows\System32\ProvPluginEng.dll,122880,8,3,2.224607197
C:\Windows\System32\ProvSysprep.dll,90112,7,3,2.20749936
C:\Windows\System32\provthrd.dll,282624,7,965,3.218739902
C:\Windows\System32\ProximityCommon.dll,184320,8,14,3.047143203
C:\Windows\System32\ProximityCommonPal.dll,40960,7,8,1.687203363
C:\Windows\System32\ProximityRtapiPal.dll,53248,7,6,1.820716542
C:\Windows\System32\ProximityService.dll,344064,8,8,2.575544436
C:\Windows\System32\ProximityServicePal.dll,126976,8,28,2.133374817
C:\Windows\System32\prvdmofcomp.dll,106496,7,8,2.320111231
C:\Windows\System32\prxyqry.dll,49152,8,7,1.193944997
C:\Windows\System32\psapi.dll,42696,6,27,1.055030782
C:\Windows\System32\PSHED.DLL,116144,13,35,2.774525861
C:\Windows\System32\psisdecd.dll,589824,7,4,4.046455738
C:\Windows\System32\PSModuleDiscoveryProvider.dll,73728,7,7,2.349246011
C:\Windows\System32\PsmServiceExtHost.dll,1015808,8,44,3.078003672
C:\Windows\System32\psmsrv.dll,303104,8,6,2.795673198
C:\Windows\System32\pstask.dll,40960,7,4,1.533805725
C:\Windows\System32\pstorec.dll,36864,6,6,1.320675497
C:\Windows\System32\ptpprov.dll,233472,7,3,2.861654311
C:\Windows\System32\puiapi.dll,253952,8,52,2.927209082
C:\Windows\System32\puiobj.dll,446464,8,4,3.482676359
C:\Windows\System32\PushToInstall.dll,462848,8,1,3.414635944
C:\Windows\System32\pwlauncher.dll,344064,7,8,3.491245887
C:\Windows\System32\pwrshplugin.dll,98304,7,12,2.677715084
C:\Windows\System32\pwrshsip.dll,53248,7,8,1.839948282
C:\Windows\System32\pwsso.dll,57344,7,2,1.914357293
C:\Windows\System32\qasf.dll,180224,7,4,2.865369057
C:\Windows\System32\qcap.dll,225280,8,4,2.843815032
C:\Windows\System32\qdv.dll,278528,8,4,3.165743327
C:\Windows\System32\qdvd.dll,425984,8,4,3.312862
C:\Windows\System32\qedit.dll,679936,8,4,3.514252259
C:\Windows\System32\qedwipes.dll,12288,2,0,0.748775846
C:\Windows\System32\qmgr.dll,1474560,8,10,3.826165212
C:\Windows\System32\quartz.dll,1748992,8,8,4.057788013
C:\Windows\System32\Query.dll,202184,7,10,3.27065206
C:\Windows\System32\QuickActionsDataModel.dll,380928,8,4,3.149587985
C:\Windows\System32\QuietHours.dll,688128,8,3,3.367946908
C:\Windows\System32\qwave.dll,356352,8,14,2.72803865
C:\Windows\System32\RacEngn.dll,69632,8,4,1.855379813
C:\Windows\System32\racpldlg.dll,172032,7,5,3.744148022
C:\Windows\System32\radardt.dll,122880,8,5,2.240254585
C:\Windows\System32\radarrs.dll,94208,7,3,2.290836548
C:\Windows\System32\RADCUI.dll,368640,8,4,3.47262234
C:\Windows\System32\RandomAccessStreamDataSource.dll,106496,8,2,2.215159633
C:\Windows\System32\rasadhlp.dll,45056,8,4,1.291231945
C:\Windows\System32\rasapi32.dll,1077248,8,197,2.85499562
C:\Windows\System32\rasauto.dll,139264,8,2,1.956778207
C:\Windows\System32\raschap.dll,233472,8,23,2.463963498
C:\Windows\System32\raschapext.dll,126976,8,12,2.574875781
C:\Windows\System32\rasctrs.dll,45056,7,3,1.722362354
C:\Windows\System32\rascustom.dll,565248,8,7,3.145699731
C:\Windows\System32\rasdiag.dll,110592,7,4,2.91324878
C:\Windows\System32\rasdlg.dll,466944,8,27,2.963467794
C:\Windows\System32\rasgcw.dll,368640,8,4,3.712771667
C:\Windows\System32\rasman.dll,221184,8,186,2.262317011
C:\Windows\System32\rasmans.dll,1105920,8,8,2.984126656
C:\Windows\System32\rasmbmgr.dll,90112,7,2,2.248024692
C:\Windows\System32\RasMediaManager.dll,405504,8,3,2.969450965
C:\Windows\System32\rasmontr.dll,376832,8,14,2.930156379
C:\Windows\System32\rasplap.dll,94208,8,2,1.97112147
C:\Windows\System32\rasppp.dll,335872,7,8,2.36722582
C:\Windows\System32\rastapi.dll,286720,8,45,2.376119251
C:\Windows\System32\rastls.dll,700416,8,23,3.398052283
C:\Windows\System32\rastlsext.dll,344064,8,15,3.101521044
C:\Windows\System32\rdbui.dll,630784,9,5,3.31829266
C:\Windows\System32\rdp4vs.dll,144688,7,1,2.753911235
C:\Windows\System32\RdpAvenc.dll,251296,7,3,2.886704958
C:\Windows\System32\rdpbase.dll,1889720,8,255,3.678537155
C:\Windows\System32\rdpcfgex.dll,32768,7,10,1.566533512
C:\Windows\System32\rdpcorets.dll,1835008,8,5,3.773889614
C:\Windows\System32\rdpcredentialprovider.dll,73728,8,2,1.859056046
C:\Windows\System32\rdpendp.dll,344424,8,5,3.172299831
C:\Windows\System32\rdpnanoTransport.dll,4140848,7,6,5.022431322
C:\Windows\System32\RdpRelayTransport.dll,319488,7,5,3.229728406
C:\Windows\System32\RdpSaPs.dll,36864,7,5,1.393373175
C:\Windows\System32\rdpserverbase.dll,2336200,8,25,4.144084757
C:\Windows\System32\rdpsharercom.dll,1515520,8,4,3.736025441
C:\Windows\System32\rdpviewerax.dll,303104,8,4,3.193847401
C:\Windows\System32\RDSAppXHelper.dll,114688,8,3,2.492960582
C:\Windows\System32\rdsdwmdr.dll,237568,8,3,2.467726753
C:\Windows\System32\rdvvmtransport.dll,114688,8,3,2.210984389
C:\Windows\System32\RDXService.dll,811008,8,5,3.443224796
C:\Windows\System32\RDXTaskFactory.dll,430080,8,3,3.111703357
C:\Windows\System32\ReAgent.dll,722352,8,70,3.189788453
C:\Windows\System32\ReAgentTask.dll,40960,7,4,1.284008906
C:\Windows\System32\recovery.dll,126976,8,4,2.726071428
C:\Windows\System32\RefsDedupSvc.Proxy.dll,53248,8,3,1.352813867
C:\Windows\System32\regapi.dll,258048,8,100,2.499290624
C:\Windows\System32\RegCtrl.dll,77824,7,4,2.189225812
C:\Windows\System32\regidle.dll,40960,7,4,1.540984082
C:\Windows\System32\regsvc.dll,208896,8,2,2.376491303
C:\Windows\System32\reguwpapi.dll,67592,7,14,1.670986288
C:\Windows\System32\ReInfo.dll,98304,8,1,1.925285987
